Test_ID,Single_Valid_All_Keys,Single_Latency,Multi_Valid_All_Keys,Multi_Latency,Single_Raw,Multi_L1_Raw,Multi_L2_Raw
Task_011,True,11.75,False,20.52,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'ipconfig /all' executed by the IT Admin user could potentially reveal sensitive network configuration details."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Restrict access to this tool and provide training on handling confidential information."" }","{   ""TTP_ID"": ""T1058 - Privilege Escalation via User Accounts"",   ""Explaninq"": ""The command 'ipconfig' is a Windows utility used to display all current network adapter configurations, including the IP address. The fact that an IT admin account executed this tool suggests they may have escalated privileges unnecessarily or without proper authorization for their tasks."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Educate IT staff on the importance of using trusted software and regularly updating system permissions."" }"
Task_012,True,13.0,False,20.31,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that the user is attempting to run Word without a network connection by using the '/n' switch."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Educate users on safe practices and ensure they understand why certain commands are used, or implement restrictions based on command line arguments."" }","{     ""TTP_ID"": ""T1543 - WordPad Backdoor"",     ""Explaninr"": ""The command line indicates the use of WINWORD.EXE with a specific parameter that suggests it is being used as an automated script or backdoor, which aligns with tactics and techniques associated with this MITRE ATT&CK ID."" }","{   ""Severity"": ""Medium"",   ""Mitigation"": ""Run a full system scan using updated antivirus software, and consider disabling the WordPad application if it is not essential for business operations."" }"
Task_013,True,12.79,False,20.76,"{   ""TTP_ID"": null,   ""Explanation"": ""The CommandLine 'GoogleUpdate.exe /c' indicates that the executable is being called with a command-line argument to close or terminate itself."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediate investigation and isolation of affected systems are required, followed by patching Google Update software if necessary."" }","{   ""TTP_ID"": ""CVE-2017-8563"",   ""Explanrance"": ""The command line indicates that the 'GoogleUpdate.exe' process is being executed with administrative privileges, which could be indicative of a privilege escalation attempt where an attacker might use legitimate software to gain higher access levels within a system."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Ensure that all systems are updated with the latest security patches. Disable unnecessary services and run a full system scan using an up-to-date antivirus solution."" }"
Task_014,True,12.87,True,23.12,"{   ""TTP_ID"": null,   ""Explanation"": ""The 'Event ID' indicates a time synchronization operation was attempted."",   ""Severity"": ""Low to Moderate"",   ""Mitigation"": ""Ensure that the WMI provider for Windows Time Service is functioning correctly and consider setting up alerts or automated responses if this event occurs frequently."" }","{   ""TTP_ID"": ""T1086"",   ""Explanation"": ""The command line 'w32tm.exe /resync' indicates the use of a time synchronization tool, which could be used to manipulate system clocks as part of an attacker's strategy for maintaining persistence or evading detection by altering timestamps on files and logs."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Ensure that the system clock is set to a trusted time source, monitor for unexpected changes in file creation or modification times, and consider implementing stricter access controls on tools capable of altering system settings."" }"
Task_015,True,16.41,True,24.85,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'bitsadmin /list' is used to list all active jobs in Windows. This tool can be misused by attackers for various purposes such as job hijacking or creating a backdoor."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Restrict the use of 'bitsadmin' and other legacy tools to only trusted users, implement monitoring on system processes related to Active Directory services, educate administrators about potential misuse."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line includes 'bitsadmin', which is a deprecated tool used to schedule and manage tasks in Windows. This could indicate an attempt by the attacker, masquerading as the admin user with elevated privileges (as suggested by EventID 1), to manipulate or execute scheduled tasks that may be part of their lateral movement strategy within the network."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Disable 'bitsadmin' and review all existing task schedulers for legitimacy, ensuring that only trusted scripts or executables are allowed to run as scheduled tasks."" }"
Task_016,True,25.3,True,24.09,"{   ""TTP_ID"": null,   ""Explanation"": ""The CommandLine string 'net user backdoor_admin P@ssw0rd123! /add' indicates that a command was executed to create an unautstatic account with the username 'backdoor_admin'. This is often associated with credential dumping or establishing persistence mechanisms."",   ""Severity"": ""High"",   ""Mitigation"": [     ""Immediately disable remote access and change all passwords, especially for accounts that have elevated privileges such as 'SYSTEM'."",     ""Investigate the creation of unauthorized user accounts."",     ""Review system logs to identify any other suspicious activities or indicators left by this TTP.""   ] }","{   ""TTP_ID"": ""T1546 - System Account Elevation"",   ""Explanation"": ""The command line 'net user backdoor_admin P@ssw0rd123! /add' indicates that a system account is being created with administrative privileges, which could be used for lateral movement or to maintain persistence on the network. This aligns with TTP ID T1546 where an attacker uses legitimate credentials of privileged accounts."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disable or remove the backdoor_admin account, investigate how it was created and who has access to administrative privileges on this system."" }"
Task_017,True,21.68,True,23.97,"{   ""TTP_ID"": null,   ""Explanation"": ""The CommandLine 'net localgroup administrators backdoor_admin /add' executed by the SYSTEM user indicates a potential privilege escalation attempt. The use of 'backdoor_admin' is suspicious as it suggests an intention to maintain access with elevated privileges."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediate investigation and remediation are required, including but not limited to: reviewing user rights assignments for the SYSTEM account; ensuring that only necessary administrative accounts exist on critical systems; implementing principle of least privilege (PoLP); conducting a thorough audit trail analysis if backdoor_admin is confirmed as malicious."" }","{   ""TTP_ID"": ""T1086"",   ""Explanation"": ""The command 'net.exe' is used to add a user, in this case backdoor_admin, as an administrator on the local system using net localgroup administrators [backdoor]. This technique falls under Tactic ID: T1086 (Privilege Escalation) and tactic name: Privilege Escalation - Local User Exploitation."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately remove the backdoor_admin user from local administrators group, investigate how it was added and patch any vulnerabilities that allowed this exploitation to occur."" }"
Task_018,True,20.76,False,28.47,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that 'wmic.exe' is being used to execute a new instance of the process named 'malware.exe'. This suggests an attempt at executing malicious software on the system."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate and disconnect any affected systems from the network, run antivirus scans using updated signatures to detect 'malware.exe', remove it if found, update all security software on other machines in the environment, review system logs for signs of intrusion or data exfiltration attempts, change passwords that may have been compromised and implement multi-factor authentication where possible."" }","{     ""TTP_ID"": ""T1204 - Process Injection"",     ""Explanrance"": ""The command line 'wmic.exe wmic process call create \""cmd.exe /c start malware.exe\""' indicates that the Windows Management Instrumentation Command-line tool (WMIC) is being used to execute a new instance of cmd.exe, which in turn starts another executable named 'malware.exe'. This pattern suggests an attempt at executing arbitrary code on the target system by injecting it into running processes or creating its own process space for execution."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network to prevent lateral movement of potential threats. Investigate and remove any unauthorized processes or applications, such as 'malware.exe'. Update antivirus signatures if necessary and apply security patches to all systems involved."" }"
Task_019,True,17.15,True,25.58,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command 'Set-MpPreference' is used to configure the settings of Windows Defender. The '-DisableRealtimeMonitoring $true' parameter specifically turns off real-time monitoring for threats."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Educate users about safe browsing habits and avoid using PowerShell scripts from untrusted sources. Regularly update Windows Defender settings to ensure optimal protection."" }","{     ""TTP_ID"": ""PowerShell Empire (CVE-2017-11856)"",     ""Explanation"": ""The command 'Set-MpPreference -DisableRealtimeMonitoring $true' is indicative of an attempt to disable real-time monitoring, which could be part of a larger PowerShell Empire attack. This technique employs the use of legitimate tools for malicious purposes and aligns with tactics used by threat actors like APT29 (Fancy Bear) who are known to utilize such methods."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately re-enable real-time monitoring, investigate the source of the command execution, and review system logs for any other suspicious activities."" }"
Task_020,True,17.55,True,19.06,"{   ""TTP_ID"": null,   ""Explanation"": ""The provided log entry indicates that the svchost.exe process is running with a command line argument '-k netsvcs'. This could suggest an attempt to execute or communicate using NetSvc (Network Service) which might be associated with malicious activities such as data exfiltration, unautnerized access attempts on network services, etc."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Monitor and restrict the use of svchost.exe to known good purposes; investigate further if this behavior is not typical for your environment."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line 'svchost.exe -k netsvcs' indicates the use of a service to execute network scanning or enumeration, which aligns with Tactic/Technique ID T1086 from MITRE ATT&CK framework."" }","{   ""Severity"": ""Medium"",   ""Mitigation"": ""Ensure that only trusted services are running and regularly update system security settings."" }"
Task_021,True,10.86,True,17.95,"{   ""TTP_ID"": null,   ""Explanation"": ""The log entry indicates that the 'guest' user executed the systeminfo command using the systeminfo.exe process."",   ""Severity"": ""Low"",   ""Mitigation"": ""Implement least privilege access control to restrict users from running potentially harmful executables."" }","{   ""TTP_ID"": ""T1058 - System Services (Windows)"",   ""Explanation"": ""The presence of 'systeminfo' command execution, which is a system service and not typically used by attackers for gaining access or escalating privileges. However, it could be indicative of an attempt to gather information about the target environment."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Educate users on safe practices and monitor for unusual activity."" }"
Task_022,True,12.69,False,17.89,"{   ""TTP_ID"": null,   ""Explanation"": ""The 'whoami' command is being used by the guest user to potentially gather information about system privileges and possibly escalate their permissions."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Implement least privilege principles; ensure users have only necessary rights. Regularly audit permission levels, especially for accounts with elevated access."" }","{   ""TTP_ID"": ""T1083 - Privilege Escalation"",   ""Explanrance"": ""The command 'whoami.exe' is being executed with the privileges of a guest user, which suggests an attempt to escalate privilege by obtaining higher-level permissions or access."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict user privilege controls and monitor for unusual activity. Ensure that only necessary accounts have administrative privileges, especially on critical systems."" }"
Task_023,True,15.26,True,20.36,"{   ""TTP_ID"": null,   ""Explanation"": ""The guest user is running 'netstat', a network statistics tool that can reveal active connections and listening ports. This command could be used by an attacker to gather information about potential vulnerabilities or open channels for exploitation."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Restrict user privileges so the guest account cannot execute commands with elevated permissions, such as 'netstat'. Ensure that only necessary users have access and regularly audit network connections."" }","{   ""TTP_ID"": ""T1058"",   ""Explanation"": ""The command 'netstat -ano' is used to display active connections and listening ports along with the associated process IDs. The presence of this tool on a system, especially when run by an account like 'guest', could indicate reconnaissance activity aimed at gathering information about network services running (T1058: Discovery)."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Educate users on the risks of using tools like 'netstat' and restrict execution permissions to trusted accounts."" }"
Task_024,True,14.64,False,20.07,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command line is attempting to download a file from an external source (http://malicious-c2.com) and save it locally as 'payload.exe'. This suggests the presence of malware or ransomware."",   ""Severity"": ""High"",   ""Mitigation"": ""Disable PowerShell execution policies, block access to known bad domains using firewall rules, remove any downloaded files that are not verified safe."" }","{     ""TTP_ID"": ""APT10"",     ""Explanrance"": ""The command line indicates the use of PowerShell to download a payload from an external malicious domain, which is consistent with APT10's Tactics and Techniques. This group has been known to leverage legitimate tools like PowerShell for their operations."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove any downloaded payloads from 'C:\\Temp\\payload.exe', and conduct a thorough investigation of network traffic for signs of C2 communication."" }"
Task_025,False,21.88,True,23.0,"{   ""TTP_ID"": ""BadSiteExploit"",   ""Explanranent"": ""The CommandLine string indicates an attempt to execute a malicious payload using the rundll32 function, which is commonly associated with DLL hijacking attacks. The attacker attempts to exploit vulnerabilities in Internet Explorer by injecting JavaScript code and loading a potentially harmful script from 'http://badsite.com'."",   ""Severity"": ""High - This represents an active attempt at delivering malware or performing unauthorized actions on the victim's system."",   ""Mitigation"": {     ""Update_IE"": ""Ensure that Internet Explorer is updated to its latest version, as older versions are more vulnerable to such attacks. Consider using a different browser if possible.""   } }","{   ""TTP_ID"": ""T1502"",   ""Explanation"": ""The command line indicates an attempt to execute a malicious script from 'http://badsite.com/payload.sct' using the rundll32 function, which is characteristic of exploit kits that leverage vulnerabilities in browsers or plugins like Adobe Flash Player and Microsoft Silverlight."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, disconnect it from the network to prevent potential spread of infection or data exfiltration, and conduct a thorough investigation. Update all browsers and plugins with security patches applied promptly afterward."" }"
Task_026,True,13.69,True,21.94,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that the 'findstr' utility is being used to search for strings containing 'password' within XML, text, and INI files located in or accessible from a directory on C:\\."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls; ensure sensitive data like passwords are encrypted. Use tools that automatically detect such patterns for auditing purposes."" }","{     ""TTP_ID"": ""T1086"",     ""Explanation"": ""The command line indicates the use of 'findstr' to search for strings that include the word 'password' within XML, text, and INI files. This suggests an attempt at credential dumping or searching for sensitive information which aligns with TTP ID T1086 - Credential Access from MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls, ensure sensitive files are encrypted and stored securely, regularly audit file permissions, educate users on phishing attacks to prevent credential sharing."" }"
Task_027,True,14.2,False,24.6,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that a file named 'stolen_data.zip' is being uploaded to an HTTP server using cURL."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring for sensitive data, use secure transfer protocols like SFTP or SCP instead of FTP/HTTP, regularly audit file integrity, educate users on phishing attacks."" }","{   ""TTP_ID"": ""APT29"",   ""Explaninq"": ""The command line indicates the use of 'curl' to upload a file, which could be indicative of data exfiltration. This aligns with tactics used by APT29 (also known as Fancy Bear), who are known for their sophisticated cyber espionage activities and have been observed using similar methods in the MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove and securely store any suspicious files found. Conduct a thorough investigation to identify all compromised data and systems. Update security protocols including endpoint protection solutions with latest signatures. Train staff on recognizing phishing attempts."" }"
Task_028,True,39.69,False,22.68,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to create a Full Database copy of the Active Directory Domain Services (AD DS) database on C:\\temp using ntdsutil. This is typically done for backup purposes but can be exploited if executed by unauthorized users."",   ""Severity"": ""High"",   ""Mitigation"": {     ""Recommendations"": [       ""Restrict the use of administrative tools like ntdsutil to authorized personnel only through strict user account control policies and least privilege principles."",       ""Implement monitoring solutions that alert administrators on unusual activities, such as unexpected database copies being created outside normal procedures.""     ],     ""Actions"": [       {         ""ActionType"": ""Policy Enforcement"",         ""Description"": ""Enforce the principle of least privilege by ensuring only authorized users have administrative privileges to perform sensitive operations like creating backups or copying databases."",         ""ImplementationSteps"": [""Review and update user account permissions regularly.""]       },       {         ""ActionType"": ""Monitoring"",         ""Description"": ""Set up monitoring tools that can detect unusual activities, such as unexpected database copies being created outside normal procedures or at odd hours."",         ""ImplementationSteps"": [""Deploy a SIEM solution like Splunk or IBM QRadar to monitor and alert on suspicious AD DS activity.""]       }     ]   } }","{     ""TTP_ID"": ""T1058.002 - Command and Scripting Interpreter"",     ""Explananace"": ""The log entry indicates that the 'ntdsutil' command-line utility, which is used to manage Active Directory Domain Services (AD DS), was executed by a user with administrative privileges ('Domain_Admin'). This could be indicative of an attacker attempting privilege escalation or unauthorized changes within AD DS."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove ntdsutil.exe if not required for legitimate administrative tasks, and investigate how this command was executed without proper authorization."" }"
Task_029,True,14.08,True,20.76,"{    ""TTP_ID"": ""CVE-2021-34567"",    ""Explanation"": ""The command line indicates an attempt to hide and set the attributes of a file, which could be part of reconnaissance activities or preparations for privilege escalation."",    ""Severity"": ""High"",    ""Mitigation"": ""Implement strict access controls on sensitive directories like C:\\Windows\\Temp; regularly audit user activity and command executions."" }","{     ""TTP_ID"": ""T1086 - System Service Disclosure"",     ""Explanation"": ""The command 'attrib' is used to change file attributes, which can be a technique for gaining unauthorized access or privileges on the system. This aligns with MITRE ATT&CK Tactic T1086 where an attacker exploits services that are not properly secured."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Ensure proper service security configurations, apply least privilege principles to system processes and regularly audit for unusual file attribute changes."" }"
Task_030,True,15.1,True,25.31,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to modify the registry setting for 'sethc.exe' (Set Command Prompt) which is commonly used by attackers as a backdoor method after they have disabled or removed UAC prompts."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitor registry changes, ensure that the execution policies are set to restrict PowerShell scripts from making unautnered modifications."" }","{     ""TTP_ID"": ""T1546"",     ""Explanation"": ""The command line indicates that the 'reg' tool is being used to modify a registry value, specifically setting up an execution hook for SethC.exe (Set Chariot) by redirecting it to cmd.exe when executed without parameters. This aligns with TTP ID T1546 from MITRE ATT&CK framework which describes the technique of modifying executable files or command-line arguments so that they execute a different program, often as part of establishing persistence."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring for registry modifications; use application control solutions to prevent unautclated executables from running."" }"
Task_031,True,17.87,True,27.22,"{   ""TTP_ID"": null,   ""Explanation"": ""The Event ID 4624 indicates a successful logon event for the user 'IT_Admin' from IP address '10.0.0.50'. This could potentially be an indicator of compromise if this account has elevated privileges or access to sensitive information."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disable the IT Admin account, force a password reset for all user accounts with administrative rights, and investigate any recent changes made by 'IT_Admin'. Additionally, review firewall rules and network traffic logs to identify suspicious activities."" }","{   ""TTP_ID"": ""Lateral Movement (T1026)"",   ""Explanation"": ""The Event ID 4624, which corresponds to a successful logon event with LogonType set as 'Interactive' and the user being an IT admin ('IT_Admin'), suggests that this could be indicative of lateral movement within the network. The MITRE ATT&CK framework identifies such behavior under Tactic 10 (Lateral Movement) using Technique ID T1026, where attackers move from one compromised host to another after gaining initial access."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected systems and investigate all network traffic for signs of unauthorized lateral movement, enforce strict least privilege policies on user accounts, particularly those with administrative privileges."" }"
Task_032,False,10.69,False,21.57,"{   ""TTP_ID"": null,   ""Explanin... (truncated due to character limit) ...gation"":""None detected."",   ""Severity"":""Low"",   ""Mitigation"":""Ensure that the software installer is from a trusted source and consider using an alternative installation method if necessary."" }","{     ""TTP_ID"": ""T1208 - Installation of Malware or Other Software"",     ""Explanrance"": ""The command line indicates the execution of an MSI package, which could potentially be malicious software. The silent installation flag '/quiet' suggests that this is not a standard user-initiated process and may indicate persistence mechanisms."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disconnect the affected machine from any network to prevent potential lateral movement of malware. Investigate and remove unauthorized software installations, ensuring that all system changes are legitimate and necessary for business operations."" }"
